timestamp	value
2020-04-02 00:00:25	1.491856180122907
2020-04-02 00:01:25	-1.805287561295456
2020-04-02 00:02:25	7.025544821387022
2020-04-02 00:03:25	1.951691286315946
2020-04-02 00:04:25	-2.4908337698786873
2020-04-02 00:05:25	1.1273054671548546
2020-04-02 00:06:25	0.6027552047390494
2020-04-02 00:07:25	2.808857932932153
2020-04-02 00:08:25	-1.1952760452432372
2020-04-02 00:09:25	-0.45949527502695586
2020-04-02 00:10:25	0.3288389513170362
2020-04-02 00:11:25	8.784963373820784
2020-04-02 00:12:25	2.1805879103288097
2020-04-02 00:13:25	4.184606103041105
2020-04-02 00:14:25	4.053848291299788
2020-04-02 00:15:25	2.3925319379731467
2020-04-02 00:16:25	5.740464108073423
2020-04-02 00:17:25	2.770459945220785
2020-04-02 00:18:25	6.593852861967795
2020-04-02 00:19:25	5.505192229194284
2020-04-02 00:20:25	2.221558844052777
2020-04-02 00:21:25	3.981363918736134
2020-04-02 00:22:25	5.647120311909849
2020-04-02 00:23:25	3.1529581168761713
2020-04-02 00:24:25	4.694605704728034
2020-04-02 00:25:25	1.122493110355062
2020-04-02 00:26:25	4.028283614066462
2020-04-02 00:27:25	7.437443281420547
2020-04-02 00:28:25	3.9454293552451563
2020-04-02 00:29:25	5.914316326662126
2020-04-02 00:30:25	1.8666679155248813
2020-04-02 00:31:25	2.7065753723495423
2020-04-02 00:32:25	5.803329276740053
2020-04-02 00:33:25	10.026608615509872
2020-04-02 00:34:25	4.896233200953997
2020-04-02 00:35:25	5.409147952218834
2020-04-02 00:36:25	6.976760302840021
2020-04-02 00:37:25	4.06458309907303
2020-04-02 00:38:25	4.1090850338707
2020-04-02 00:39:25	3.9167347207524776
2020-04-02 00:40:25	5.736723946025134
2020-04-02 00:41:25	7.6819578233407775
2020-04-02 00:42:25	11.456769412585313
2020-04-02 00:43:25	4.930194469089101
2020-04-02 00:44:25	7.74219875736251
2020-04-02 00:45:25	9.644735596278768
2020-04-02 00:46:25	4.980765982728493
2020-04-02 00:47:25	11.00447176395461
2020-04-02 00:48:25	11.02339746368667
2020-04-02 00:49:25	9.944084220679295
2020-04-02 00:50:25	5.2564685825312925
2020-04-02 00:51:25	6.749956114364712
2020-04-02 00:52:25	7.24907970830051
2020-04-02 00:53:25	5.773698265750503
2020-04-02 00:54:25	8.616811375023152
2020-04-02 00:55:25	12.692443607155512
2020-04-02 00:56:25	8.532106807423753
2020-04-02 00:57:25	5.9378480752431635
2020-04-02 00:58:25	9.36957799672701
2020-04-02 00:59:25	11.840617331800091
2020-04-02 01:00:25	8.549387631191532
2020-04-02 01:01:25	10.15774403788587
2020-04-02 01:02:25	9.283622244812232
2020-04-02 01:03:25	8.709292505118267
2020-04-02 01:04:25	6.718282590409165
2020-04-02 01:05:25	15.272217031644875
2020-04-02 01:06:25	11.574230705229919
2020-04-02 01:07:25	10.999385680195996
2020-04-02 01:08:25	8.796861036491206
2020-04-02 01:09:25	13.586466639876521
2020-04-02 01:10:25	10.22534336696747
2020-04-02 01:11:25	8.045344261096545
2020-04-02 01:12:25	10.466096831307327
2020-04-02 01:13:25	11.08930447615191
2020-04-02 01:14:25	14.871617317006825
2020-04-02 01:15:25	11.72010590300717
2020-04-02 01:16:25	11.804514115016861
2020-04-02 01:17:25	12.949062286153982
2020-04-02 01:18:25	11.053987822102647
2020-04-02 01:19:25	13.06104519244746
2020-04-02 01:20:25	9.814955598835072
2020-04-02 01:21:25	11.221112407949203
2020-04-02 01:22:25	15.005192732084272
2020-04-02 01:23:25	15.765706454165436
2020-04-02 01:24:25	16.84487997327848
2020-04-02 01:25:25	12.882355556478528
2020-04-02 01:26:25	11.704498183250044
2020-04-02 01:27:25	12.425629079512515
2020-04-02 01:28:25	15.178095516843461
2020-04-02 01:29:25	14.429534859175131
2020-04-02 01:30:25	14.562699873026236
2020-04-02 01:31:25	10.212463282989047
2020-04-02 01:32:25	12.991753404474302
2020-04-02 01:33:25	13.963003804400547
2020-04-02 01:34:25	13.834878150058334
2020-04-02 01:35:25	11.632403613699651
2020-04-02 01:36:25	14.868472876639386
2020-04-02 01:37:25	17.18338431767852
2020-04-02 01:38:25	13.258408757185949
2020-04-02 01:39:25	16.557403575633806
2020-04-02 01:40:25	15.606937030094668
2020-04-02 01:41:25	14.839805165160586
2020-04-02 01:42:25	13.667389664463354
2020-04-02 01:43:25	14.266557677632317
